   x,    x,    x,      0,      0
  -1,   -8,   48,  -4077,    398
  -1,    0,  -22,  -1565,  -3785
   3,   -6,  -66,   3168,  -2596
  -2,   -2,   -3,   3404,   2278
   6,   -3,   74,  -1192,   3919
  -1,   -6,   27,  -4096,     -3
   3,    0,  -49,  -1192,  -3919
   3,   -8,  -42,   3407,  -2273
   0,    0,   34,   3168,   2596
   8,   -5,   55,  -1565,   3785
  -1,   -3,  -10,  -4076,   -405
   6,    0,  -62,   -796,  -4018
   2,   -5,  -13,   3614,  -1928
   4,    2,   65,   2899,   2894
   5,   -4,   36,  -1934,   3611
   0,    1,  -40,  -4017,   -802
   8,   -1,  -47,   -398,  -4077
   0,   -2,   24,   3785,  -1565
   7,    4,   54,   2601,   3164
   3,   -3,    5,  -2273,   3407
   2,    4,  -56,  -3919,  -1192
   6,   -1,  -35,     -3,  -4096
   0,    3,   51,   3921,  -1186
   6,    3,   50,   2278,   3404
   0,    0,  -38,  -2596,   3168
   4,    6,  -51,  -3785,  -1565
   4,   -1,   10,    405,  -4076
   0,    6,   69,   4017,   -802
   6,    2,   12,   1934,   3611
  -3,    4,  -55,  -2894,   2899
   4,    5,  -38,  -3611,  -1934
  -1,    0,   45,    802,  -4017
   1,    9,   60,   4077,   -398
   1,    0,  -29,   1565,   3785
  -3,    6,  -63,  -3164,   2601
   3,    3,    0,  -3407,  -2273
  -5,    3,   66,   1186,  -3921
   1,    7,   28,   4096,      3
  -4,    0,  -57,   1192,   3919
  -3,    7,  -46,  -3404,   2278
   0,    0,   43,  -3168,  -2596
  -7,    5,   48,   1565,  -3785
   1,    3,   -8,   4076,    405
  -7,    0,  -61,    802,   4017
  -2,    6,  -21,  -3614,   1928
  -4,   -3,   60,  -2899,  -2894
  -5,    4,   34,   1934,  -3611
   0,   -1,  -46,   4018,    796
  -8,    1,  -55,    405,   4076
  -1,    3,   15,  -3785,   1565
  -7,   -4,   64,  -2596,  -3168
  -3,    3,   -2,   2278,  -3404
  -3,   -5,  -64,   3919,   1192
  -7,    1,  -23,     -3,   4096
   0,   -2,   52,  -3921,   1186
  -7,   -3,   44,  -2273,  -3407
   0,    0,  -45,   2596,  -3168
  -4,   -7,  -67,   3783,   1570
  -3,    1,   10,   -405,   4076
   0,   -6,   60,  -4017,    802
  -5,   -2,   17,  -1928,  -3614
   3,   -5,  -57,   2894,  -2899
  -5,   -6,  -30,   3614,   1928
   1,    0,   46,   -802,   4017
  -1,   -7,   51,  -4077,    398
  -2,    0,  -24,  -1565,  -3785
   3,   -6,  -63,   3168,  -2596
  -3,   -3,    2,   3407,   2273
   5,   -3,   68,  -1186,   3921
  -1,   -6,   29,  -4096,      3
   3,    0,  -46,  -1192,  -3919
   3,   -7,  -41,   3404,  -2278
   0,    0,   40,   3168,   2596
   7,   -5,   59,  -1570,   3783
  -1,   -3,  -14,  -4077,   -398
   6,    0,  -63,   -802,  -4017
   1,   -5,   -9,   3614,  -1928
   4,    3,   55,   2899,   2894
   6,   -5,   37,  -1928,   3614
   1,    2,  -51,  -4017,   -802
   8,   -1,  -52,   -405,  -4076
   0,   -1,   20,   3783,  -1570
   6,    3,   57,   2596,   3168
   3,   -3,    3,  -2278,   3404
   3,    6,  -66,  -3919,  -1192
   6,   -1,  -24,     -3,  -4096
   0,    2,   50,   3921,  -1186
   7,    3,   41,   2278,   3404
   0,    0,  -37,  -2596,   3168
   5,    7,  -63,  -3783,  -1570
   3,   -1,    9,    398,  -4077
   0,    6,   59,   4017,   -802
   5,    1,    7,   1934,   3611
  -3,    4,  -64,  -2899,   2894
   5,    6,  -42,  -3611,  -1934
  -1,    0,   49,    796,  -4018
   1,    7,   57,   4077,   -398
   1,    0,  -25,   1570,   3783
  -4,    7,  -68,  -3164,   2601
   4,    4,    5,  -3404,  -2278
  -5,    3,   63,   1186,  -3921
   1,    7,   29,   4096,     -3
  -3,    0,  -47,   1186,   3921
  -3,    8,  -48,  -3404,   2278
   0,    0,   29,  -3164,  -2601
  -7,    4,   60,   1570,  -3783
   1,    3,  -12,   4076,    405
  -6,    0,  -55,    802,   4017
  -2,    6,  -12,  -3611,   1934
  -3,   -2,   62,  -2894,  -2899
  -6,    5,   40,   1928,  -3614
  -1,   -1,  -43,   4017,    802
  -7,    1,  -46,    398,   4077
   0,    1,   22,  -3783,   1570
  -7,   -4,   68,  -2601,  -3164
  -4,    4,    2,   2273,  -3407
  -3,   -5,  -60,   3919,   1192
  -6,    1,  -19,      3,   4096
   0,   -3,   50,  -3921,   1186
  -8,   -3,   44,  -2278,  -3404
   0,    0,  -31,   2601,  -3164
  -4,   -6,  -49,   3785,   1565
  -2,    1,   10,   -405,   4076
   0,   -6,   66,  -4017,    802
  -5,   -2,    8,  -1928,  -3614
   2,   -3,  -57,   2899,  -2894
  -4,   -5,  -41,   3611,   1934
   1,    0,   42,   -796,   4018
  -1,   -8,   51,  -4077,    398
  -1,    0,  -22,  -1565,  -3785
   3,   -6,  -58,   3164,  -2601
  -4,   -4,    3,   3407,   2273
   5,   -2,   58,  -1192,   3919
  -1,   -6,   27,  -4096,     -3
   3,    0,  -49,  -1192,  -3919
   3,   -7,  -44,   3404,  -2278
   0,    0,   31,   3164,   2601
   6,   -4,   60,  -1570,   3783
  -1,   -3,  -19,  -4077,   -398
   6,    0,  -69,   -802,  -4017
   2,   -5,  -17,   3614,  -1928
   3,    2,   57,   2899,   2894
   6,   -5,   32,  -1928,   3614
   1,    2,  -34,  -4018,   -796
   9,   -1,  -46,   -398,  -4077
   0,   -2,   19,   3783,  -1570
   6,    3,   70,   2601,   3164
   3,   -3,   -1,  -2273,   3407
   2,    4,  -68,  -3921,  -1186
   6,   -1,  -25,      3,  -4096
   0,    2,   58,   3919,  -1192
   8,    3,   50,   2278,   3404
   0,    0,  -41,  -2601,   3164
   5,    7,  -62,  -3783,  -1570
   3,   -1,   17,    405,  -4076
   0,    7,   71,   4017,   -802
   6,    2,    9,   1934,   3611
  -3,    4,  -58,  -2894,   2899
   5,    6,  -28,  -3611,  -1934
  -2,    1,   48,    796,  -4018
   1,    9,   51,   4076,   -405
   1,    0,  -27,   1565,   3785
  -3,    6,  -64,  -3168,   2596
   2,    2,    6,  -3404,  -2278
  -5,    3,   62,   1192,  -3919
   1,    6,   23,   4096,     -3
  -3,    0,  -50,   1192,   3919
  -3,    7,  -49,  -3404,   2278
  -1,    0,   33,  -3168,  -2596
  -6,    4,   67,   1565,  -3785
   1,    3,  -14,   4077,    398
  -6,    0,  -70,    796,   4018
  -2,    6,   -6,  -3614,   1928
  -3,   -2,   69,  -2894,  -2899
  -6,    5,   32,   1928,  -3614
  -1,   -2,  -45,   4018,    796
  -9,    1,  -54,    405,   4076
   0,    1,   28,  -3785,   1565
  -8,   -4,   71,  -2601,  -3164
  -3,    3,   -3,   2273,  -3407
  -3,   -5,  -60,   3921,   1186
  -7,    1,  -29,      3,   4096
   0,   -3,   52,  -3919,   1192
  -8,   -3,   44,  -2273,  -3407
   0,    0,  -34,   2596,  -3168
  -4,   -6,  -55,   3785,   1565
  -3,    1,   12,   -405,   4076
   0,   -6,   61,  -4017,    802
  -5,   -2,   12,  -1928,  -3614
   2,   -4,  -56,   2899,  -2894
  -4,   -5,  -34,   3614,   1928
   1,   -1,   41,   -796,   4018
  -1,   -8,   55,  -4076,    405
  -1,    0,  -22,  -1570,  -3783
   3,   -6,  -62,   3164,  -2601
  -3,   -3,    9,   3404,   2278
   5,   -2,   64,  -1186,   3921
  -1,   -7,   24,  -4096,      3
   3,    0,  -51,  -1192,  -3919
   3,   -7,  -41,   3404,  -2278
   1,    1,   41,   3164,   2601
   7,   -4,   58,  -1565,   3785
  -1,   -3,   -4,  -4076,   -405
   6,    0,  -59,   -796,  -4018
   1,   -5,   -7,   3614,  -1928
   4,    3,   59,   2899,   2894
   6,   -5,   37,  -1928,   3614
   0,    0,  -43,  -4017,   -802
   7,   -1,  -57,   -405,  -4076
   0,   -1,   22,   3783,  -1570
   7,    3,   69,   2596,   3168
   3,   -3,   -7,  -2273,   3407
   3,    5,  -62,  -3919,  -1192
   7,   -1,  -26,      3,  -4096
   0,    3,   52,   3921,  -1186
   8,    3,   38,   2273,   3407
  -1,    1,  -32,  -2601,   3164
   4,    6,  -56,  -3783,  -1570
   3,   -1,   15,    405,  -4076
   0,    6,   51,   4017,   -802
   5,    1,   15,   1928,   3614
  -2,    3,  -60,  -2899,   2894
   4,    5,  -35,  -3614,  -1928
  -2,    1,   46,    802,  -4017
   1,    6,   50,   4076,   -405
   2,    0,  -25,   1570,   3783
  -4,    7,  -71,  -3168,   2596
   3,    3,    0,  -3407,  -2273
  -5,    3,   65,   1186,  -3921
   1,    6,   29,   4096,      3
  -3,    0,  -55,   1192,   3919
  -3,    8,  -49,  -3404,   2278
   0,    0,   32,  -3168,  -2596
  -7,    5,   51,   1565,  -3785
   1,    3,  -18,   4077,    398
  -7,    0,  -63,    796,   4018
  -2,    6,  -14,  -3611,   1934
  -3,   -2,   54,  -2899,  -2894
  -5,    4,   36,   1934,  -3611
  -1,   -2,  -48,   4018,    796
  -8,    1,  -45,    398,   4077
   0,    2,   24,  -3785,   1565
  -6,   -3,   68,  -2596,  -3168
  -3,    3,    6,   2278,  -3404
  -3,   -5,  -62,   3919,   1192
  -6,    1,  -16,      3,   4096
   0,   -3,   48,  -3919,   1192
  -8,   -3,   46,  -2273,  -3407
   0,    1,  -36,   2596,  -3168
  -4,   -6,  -55,   3785,   1565
  -2,    1,    8,   -405,   4076
   0,   -6,   71,  -4018,    796
  -6,   -2,   14,  -1934,  -3611
   2,   -4,  -70,   2899,  -2894
  -4,   -5,  -41,   3614,   1928
   1,    0,   46,   -802,   4017
  -1,   -9,   59,  -4076,    405
  -2,    0,  -23,  -1565,  -3785
   4,   -8,  -59,   3168,  -2596
  -4,   -4,   -5,   3407,   2273
   5,   -3,   62,  -1186,   3921
  -1,   -7,   31,  -4096,     -3
   3,    0,  -55,  -1192,  -3919
   3,   -7,  -37,   3404,  -2278
   0,    0,   29,   3168,   2596
   6,   -4,   64,  -1565,   3785
  -1,   -4,  -19,  -4076,   -405
   7,    0,  -63,   -802,  -4017
   1,   -4,  -10,   3614,  -1928
   3,    2,   58,   2894,   2899
   6,   -5,   39,  -1934,   3611
   1,    2,  -44,  -4018,   -796
   8,   -1,  -57,   -398,  -4077
   0,   -1,   26,   3785,  -1565
   6,    3,   65,   2601,   3164
   3,   -3,   12,  -2278,   3404
   3,    5,  -58,  -3921,  -1186
   7,   -1,  -30,     -3,  -4096
   0,    3,   52,   3921,  -1186
   8,    3,   47,   2273,   3407
   1,   -1,  -36,  -2596,   3168
   4,    6,  -56,  -3783,  -1570
   4,   -1,   18,    405,  -4076
   0,    6,   67,   4018,   -796
   6,    2,   18,   1934,   3611
  -2,    4,  -61,  -2899,   2894
   4,    5,  -41,  -3614,  -1928
  -2,    1,   43,    796,  -4018
   1,    8,   54,   4076,   -405
   2,    0,  -24,   1570,   3783
  -4,    7,  -68,  -3168,   2596
   4,    4,   -8,  -3404,  -2278
  -5,    3,   66,   1186,  -3921
   1,    7,   25,   4096,      3
  -3,    0,  -57,   1192,   3919
  -3,    8,  -43,  -3407,   2273
   1,    1,   28,  -3164,  -2601
  -7,    5,   60,   1570,  -3783
   1,    3,  -17,   4077,    398
  -7,    0,  -61,    802,   4017
  -2,    5,  -10,  -3614,   1928
  -3,   -2,   54,  -2894,  -2899
  -6,    5,   46,   1934,  -3611
  -1,   -2,  -42,   4017,    802
  -8,    1,  -52,    398,   4077
   0,    1,   28,  -3785,   1565
  -6,   -3,   54,  -2601,  -3164
  -4,    4,    1,   2278,  -3404
  -2,   -5,  -59,   3921,   1186
  -6,    1,  -22,     -3,   4096
   0,   -3,   55,  -3919,   1192
  -6,   -3,   46,  -2273,  -3407
   0,    0,  -40,   2596,  -3168
  -4,   -6,  -67,   3785,   1565
  -3,    1,    9,   -405,   4076
   0,   -7,   68,  -4017,    802
  -6,   -2,   10,  -1934,  -3611
   3,   -4,  -65,   2894,  -2899
  -5,   -6,  -34,   3611,   1934
   1,    0,   43,   -796,   4018
  -1,   -8,   54,  -4077,    398
  -1,    0,  -11,  -1565,  -3785
   4,   -7,  -69,   3164,  -2601
  -3,   -3,   -3,   3404,   2278
   5,   -3,   58,  -1192,   3919
  -1,   -7,   26,  -4096,      3
   1,    0,  -56,  -1186,  -3921
   3,   -8,  -52,   3404,  -2278
   0,    0,   42,   3164,   2601
   6,   -4,   58,  -1570,   3783
  -1,   -3,  -10,  -4077,   -398
   7,    0,  -53,   -796,  -4018
   2,   -6,  -18,   3614,  -1928
   4,    3,   63,   2894,   2899
   6,   -5,   41,  -1934,   3611
   0,    1,  -44,  -4017,   -802
   7,   -1,  -54,   -398,  -4077
   0,   -2,   23,   3785,  -1565
   7,    4,   58,   2596,   3168
   4,   -4,    6,  -2273,   3407
   3,    5,  -66,  -3921,  -1186
   7,   -1,  -27,      3,  -4096
   0,    3,   53,   3919,  -1192
   7,    3,   43,   2278,   3404
   0,   -1,  -40,  -2596,   3168
   5,    7,  -55,  -3783,  -1570
   3,   -1,    9,    398,  -4077
   0,    7,   65,   4018,   -796
   5,    2,   13,   1934,   3611
  -3,    4,  -62,  -2894,   2899
   4,    5,  -40,  -3614,  -1928
  -1,    0,   44,    796,  -4018
   1,    8,   50,   4076,   -405
   2,    0,  -16,   1570,   3783
  -4,    7,  -66,  -3164,   2601
   4,    4,   -3,  -3407,  -2273
  -5,    3,   58,   1186,  -3921
   1,    6,   21,   4096,     -3
  -2,    0,  -58,   1192,   3919
  -3,    8,  -43,  -3407,   2273
   0,    0,   38,  -3164,  -2601
  -6,    4,   58,   1565,  -3785
   1,    3,   -5,   4077,    398
  -7,    0,  -64,    796,   4018
  -2,    5,   -8,  -3611,   1934
  -4,   -3,   65,  -2894,  -2899
  -6,    5,   29,   1928,  -3614
   0,   -1,  -43,   4017,    802
  -8,    1,  -54,    398,   4077
   0,    1,   26,  -3783,   1570
  -7,   -4,   64,  -2596,  -3168
  -3,    3,   -4,   2273,  -3407
  -3,   -5,  -72,   3919,   1192
  -7,    1,  -22,      3,   4096
   0,   -3,   52,  -3921,   1186
  -7,   -3,   46,  -2273,  -3407
   0,    0,  -37,   2601,  -3164
  -5,   -7,  -56,   3783,   1570
  -3,    1,   16,   -398,   4077
   0,   -6,   67,  -4018,    796
  -6,   -2,    6,  -1934,  -3611
   3,   -4,  -62,   2899,  -2894
  -4,   -5,  -36,   3611,   1934
   2,   -1,   50,   -796,   4018
  -1,   -8,   58,  -4077,    398
  -1,    0,  -20,  -1570,  -3783
   4,   -7,  -62,   3164,  -2601
  -3,   -3,   -7,   3404,   2278
   6,   -3,   67,  -1192,   3919
  -1,   -7,   21,  -4096,      3
   2,    0,  -48,  -1192,  -3919
   3,   -7,  -41,   3404,  -2278
  -1,   -1,   31,   3168,   2596
   7,   -5,   59,  -1565,   3785
  -1,   -3,   -8,  -4077,   -398
   6,    0,  -66,   -802,  -4017
   1,   -5,  -17,   3614,  -1928
   3,    2,   58,   2899,   2894
   6,   -5,   33,  -1934,   3611
   0,    1,  -48,  -4018,   -796
   8,   -1,  -57,   -405,  -4076
   0,   -2,   23,   3785,  -1565
   6,    3,   62,   2596,   3168
   3,   -3,   -1,  -2273,   3407
   3,    5,  -64,  -3919,  -1192
   7,   -1,  -23,      3,  -4096
   0,    3,   52,   3919,  -1192
   7,    3,   41,   2273,   3407
   0,    0,  -35,  -2596,   3168
   4,    7,  -61,  -3783,  -1570
   3,   -1,    9,    405,  -4076
   0,    6,   66,   4018,   -796
   5,    1,   12,   1934,   3611
  -2,    4,  -65,  -2894,   2899
   5,    6,  -33,  -3614,  -1928
  -1,    0,   44,    802,  -4017
   1,    8,   56,   4076,   -405
   1,    0,  -23,   1570,   3783
  -4,    7,  -65,  -3168,   2596
   3,    3,   -3,  -3407,  -2273
  -5,    3,   57,   1192,  -3919
   1,    7,   24,   4096,      3
  -3,    0,  -53,   1186,   3921
  -3,    8,  -45,  -3407,   2273
   0,    0,   33,  -3164,  -2601
  -6,    4,   64,   1570,  -3783
   1,    3,   -7,   4077,    398
  -7,    0,  -62,    796,   4018
  -2,    5,  -11,  -3614,   1928
  -3,   -2,   61,  -2894,  -2899
  -6,    5,   40,   1934,  -3611
   0,   -1,  -43,   4017,    802
  -8,    1,  -62,    405,   4076
   0,    1,   30,  -3783,   1570
  -7,   -4,   56,  -2601,  -3164
  -4,    4,    1,   2278,  -3404
  -3,   -5,  -57,   3921,   1186
  -8,    2,  -19,      3,   4096
   0,   -4,   52,  -3919,   1192
  -6,   -3,   53,  -2273,  -3407
   0,    0,  -35,   2601,  -3164
  -4,   -6,  -61,   3783,   1570
  -2,    1,   18,   -405,   4076
   0,   -6,   75,  -4018,    796
  -6,   -2,   21,  -1928,  -3614
   2,   -4,  -63,   2899,  -2894
  -5,   -6,  -35,   3614,   1928
   2,   -1,   45,   -796,   4018
  -1,   -9,   57,  -4077,    398
  -3,   -1,  -16,  -1570,  -3783
   4,   -7,  -60,   3164,  -2601
  -3,   -3,   -5,   3407,   2273
   5,   -3,   65,  -1192,   3919
  -1,   -7,   19,  -4096,      3
   2,    0,  -55,  -1192,  -3919
   3,   -7,  -52,   3404,  -2278
   0,    0,   36,   3164,   2601
   7,   -5,   59,  -1565,   3785
  -1,   -2,  -14,  -4077,   -398
   7,    0,  -57,   -802,  -4017
   2,   -6,  -16,   3611,  -1934
   4,    3,   57,   2899,   2894
   6,   -5,   35,  -1934,   3611
   1,    2,  -39,  -4018,   -796
   7,   -1,  -49,   -398,  -4077
   0,   -2,   16,   3785,  -1565
   6,    3,   60,   2596,   3168
   3,   -3,   -2,  -2278,   3404
   2,    4,  -63,  -3921,  -1186
   6,   -1,  -28,      3,  -4096
   0,    2,   48,   3919,  -1192
   7,    3,   42,   2278,   3404
   0,    0,  -39,  -2601,   3164
   4,    7,  -61,  -3785,  -1565
   3,   -1,   10,    398,  -4077
   0,    6,   70,   4018,   -796
   5,    2,   25,   1928,   3614
  -3,    4,  -64,  -2899,   2894
   5,    6,  -30,  -3614,  -1928
  -1,    0,   39,    802,  -4017
   1,    9,   48,   4076,   -405
   3,    1,  -34,   1570,   3783
  -4,    7,  -62,  -3164,   2601
   3,    3,    3,  -3404,  -2278
  -4,    2,   64,   1186,  -3921
   1,    6,   33,   4096,      3
  -4,    0,  -54,   1186,   3921
  -3,    7,  -39,  -3407,   2273
   0,    0,   30,  -3168,  -2596
  -7,    4,   62,   1570,  -3783
   1,    4,   -8,   4076,    405
  -7,    0,  -66,    796,   4018
  -1,    5,  -18,  -3614,   1928
  -3,   -2,   62,  -2899,  -2894
  -6,    5,   35,   1934,  -3611
   0,   -1,  -46,   4018,    796
  -8,    1,  -52,    405,   4076
   0,    2,   25,  -3785,   1565
  -7,   -4,   65,  -2596,  -3168
  -3,    3,    0,   2273,  -3407
  -3,   -5,  -56,   3919,   1192
  -6,    1,  -16,      3,   4096
   0,   -3,   58,  -3921,   1186
  -8,   -3,   46,  -2273,  -3407
   0,    0,  -38,   2596,  -3168
  -4,   -6,  -61,   3785,   1565
  -2,    1,    6,   -405,   4076
   0,   -7,   64,  -4017,    802
  -6,   -2,   12,  -1928,  -3614
   3,   -4,  -55,   2894,  -2899
  -5,   -6,  -41,   3611,   1934
   1,    0,   44,   -802,   4017
  -1,   -8,   65,  -4077,    398
  -1,    0,  -26,  -1570,  -3783
   3,   -6,  -70,   3164,  -2601
  -4,   -4,   -6,   3407,   2273
   5,   -3,   63,  -1192,   3919
  -2,   -8,   18,  -4096,     -3
   3,    0,  -43,  -1192,  -3919
   3,   -8,  -46,   3407,  -2273
  -1,    0,   27,   3168,   2596
   7,   -4,   59,  -1570,   3783
  -1,   -2,  -16,  -4076,   -405
   5,    0,  -65,   -802,  -4017
   2,   -6,  -11,   3614,  -1928
   3,    2,   57,   2899,   2894
   6,   -5,   44,  -1934,   3611
   1,    2,  -49,  -4018,   -796
   8,   -1,  -46,   -405,  -4076
   0,   -1,   30,   3785,  -1565
   6,    3,   61,   2601,   3164
   4,   -4,   -4,  -2273,   3407
   3,    5,  -64,  -3919,  -1192
   6,   -1,  -20,      3,  -4096
   0,    4,   61,   3921,  -1186
   7,    3,   46,   2273,   3407
   0,    0,  -35,  -2596,   3168
   4,    7,  -60,  -3785,  -1565
   2,   -1,    3,    398,  -4077
   0,    8,   67,   4017,   -802
   6,    2,   18,   1928,   3614
  -2,    4,  -58,  -2899,   2894
   5,    6,  -40,  -3611,  -1934
   0,    0,   44,    796,  -4018
   1,    8,   57,   4076,   -405
   2,    0,  -25,   1570,   3783
  -3,    6,  -61,  -3164,   2601
   4,    4,    3,  -3407,  -2273
  -5,    3,   61,   1186,  -3921
   1,    7,   21,   4096,      3
  -3,    0,  -48,   1192,   3919
  -3,    7,  -47,  -3404,   2278
   0,    0,   31,  -3168,  -2596
  -6,    4,   60,   1570,  -3783
   1,    3,  -13,   4076,    405
  -6,    0,  -56,    796,   4018
  -2,    6,  -17,  -3611,   1934
  -3,   -2,   55,  -2894,  -2899
  -6,    5,   27,   1934,  -3611
  -1,   -2,  -49,   4017,    802
  -7,    1,  -52,    405,   4076
   0,    2,   22,  -3785,   1565
  -6,   -3,   69,  -2601,  -3164
  -2,    2,    1,   2278,  -3404
  -3,   -5,  -61,   3919,   1192
  -6,    1,  -21,      3,   4096
   0,   -3,   60,  -3921,   1186
  -8,   -3,   42,  -2273,  -3407
   0,    0,  -36,   2596,  -3168
  -4,   -6,  -63,   3785,   1565
  -3,    1,   14,   -398,   4077
   0,   -8,   61,  -4018,    796
  -5,   -2,   19,  -1934,  -3611
   2,   -4,  -52,   2899,  -2894
  -5,   -6,  -26,   3611,   1934
   2,   -1,   45,   -802,   4017
  -1,   -8,   50,  -4076,    405
  -2,    0,  -18,  -1565,  -3785
   3,   -6,  -65,   3168,  -2596
  -2,   -2,   -1,   3404,   2278
   5,   -3,   58,  -1192,   3919
  -1,   -6,   28,  -4096,      3
   2,    0,  -53,  -1186,  -3921
   3,   -8,  -49,   3407,  -2273
   0,    0,   33,   3164,   2601
   6,   -4,   65,  -1570,   3783
  -1,   -3,   -6,  -4076,   -405
   7,    0,  -66,   -802,  -4017
   2,   -6,    0,   3614,  -1928
   3,    2,   60,   2899,   2894
   6,   -5,   40,  -1934,   3611
   0,    1,  -39,  -4018,   -796
   8,   -1,  -52,   -398,  -4077
   0,    0,   30,   3783,  -1570
   7,    4,   67,   2601,   3164
   4,   -4,   -2,  -2278,   3404
   2,    4,  -70,  -3921,  -1186
   6,   -1,  -27,      3,  -4096
   0,    4,   59,   3921,  -1186
   8,    3,   38,   2278,   3404
   0,    0,  -31,  -2596,   3168
   5,    7,  -55,  -3783,  -1570
   3,   -1,   13,    405,  -4076
   0,    7,   68,   4017,   -802
   5,    1,   23,   1928,   3614
  -2,    3,  -63,  -2894,   2899
   4,    5,  -29,  -3611,  -1934
  -2,    1,   37,    796,  -4018
   1,    8,   51,   4077,   -398
   3,    1,  -31,   1570,   3783
  -4,    7,  -68,  -3168,   2596
   3,    3,   -1,  -3404,  -2278
  -4,    2,   60,   1186,  -3921
   1,    6,   22,   4096,     -3
  -4,    0,  -47,   1192,   3919
  -3,    8,  -38,  -3407,   2273
   0,    0,   32,  -3168,  -2596
  -6,    4,   59,   1565,  -3785
   1,    3,  -11,   4076,    405
  -6,    0,  -57,    802,   4017
  -1,    5,  -11,  -3614,   1928
  -3,   -2,   69,  -2899,  -2894
  -6,    5,   37,   1928,  -3614
  -1,   -1,  -50,   4018,    796
  -7,    1,  -56,    405,   4076
   0,    1,   24,  -3783,   1570
  -8,   -4,   62,  -2596,  -3168
  -3,    3,   -5,   2273,  -3407
  -3,   -6,  -70,   3919,   1192
  -7,    1,  -26,      3,   4096
   0,   -3,   61,  -3919,   1192
  -7,   -3,   47,  -2278,  -3404
   0,    0,  -30,   2596,  -3168
  -5,   -7,  -65,   3785,   1565
  -3,    1,    8,   -405,   4076
   0,   -8,   62,  -4017,    802
  -6,   -2,   10,  -1934,  -3611
   2,   -3,  -66,   2899,  -2894
  -5,   -6,  -29,   3611,   1934
   1,    0,   43,   -796,   4018
  -1,   -8,   46,  -4076,    405
  -1,    0,  -21,  -1565,  -3785
   4,   -7,  -62,   3168,  -2596
  -3,   -3,   -7,   3407,   2273
   5,   -3,   60,  -1192,   3919
  -1,   -6,   18,  -4096,      3
   3,    0,  -51,  -1192,  -3919
   3,   -7,  -46,   3407,  -2273
  -1,   -1,   35,   3164,   2601
   6,   -4,   63,  -1565,   3785
  -1,   -2,  -11,  -4077,   -398
   6,    0,  -67,   -796,  -4018
   2,   -6,   -9,   3614,  -1928
   4,    2,   61,   2894,   2899
   6,   -5,   33,  -1934,   3611
   1,    1,  -45,  -4018,   -796
   8,   -1,  -59,   -405,  -4076
   0,   -1,   24,   3785,  -1565
   7,    4,   59,   2596,   3168
   3,   -3,   -4,  -2278,   3404
   3,    5,  -62,  -3919,  -1192
   7,   -1,  -20,     -3,  -4096
   0,    3,   55,   3921,  -1186
   7,    3,   46,   2273,   3407
   0,    0,  -36,  -2596,   3168
   4,    6,  -60,  -3785,  -1565
   2,   -1,   13,    405,  -4076
   0,    7,   62,   4017,   -802
   6,    2,   17,   1934,   3611
  -2,    4,  -66,  -2894,   2899
   5,    6,  -35,  -3614,  -1928
  -2,    1,   48,    796,  -4018
   1,    8,   60,   4076,   -405
   2,    0,  -25,   1570,   3783
  -4,    7,  -63,  -3164,   2601
   3,    3,    0,  -3407,  -2273
  -5,    3,   57,   1186,  -3921
   1,    7,   19,   4096,     -3
  -3,    0,  -58,   1186,   3921
  -3,    7,  -50,  -3407,   2273
   0,    0,   37,  -3164,  -2601
  -6,    4,   59,   1570,  -3783
   1,    2,  -13,   4077,    398
  -7,    0,  -67,    802,   4017
  -2,    6,  -13,  -3614,   1928
  -4,   -3,   61,  -2899,  -2894
  -6,    5,   36,   1934,  -3611
  -1,   -2,  -44,   4017,    802
  -8,    1,  -49,    398,   4077
   0,    2,   26,  -3783,   1570
  -7,   -4,   70,  -2596,  -3168
  -3,    3,    3,   2273,  -3407
  -3,   -5,  -65,   3919,   1192
  -6,    1,  -17,     -3,   4096
   0,   -3,   51,  -3919,   1192
  -8,   -3,   49,  -2278,  -3404
   0,    0,  -34,   2596,  -3168
  -5,   -7,  -61,   3783,   1570
  -2,    1,   22,   -405,   4076
   0,   -6,   62,  -4018,    796
  -6,   -2,   13,  -1934,  -3611
   2,   -4,  -54,   2899,  -2894
  -5,   -6,  -41,   3611,   1934
   3,   -1,   42,   -796,   4018
  -1,   -8,   49,  -4076,    405
  -2,    0,  -22,  -1565,  -3785
   3,   -6,  -56,   3168,  -2596
  -4,   -4,   -5,   3404,   2278
   5,   -2,   54,  -1186,   3921
  -1,   -6,   18,  -4096,      3
   3,    0,  -56,  -1192,  -3919
   3,   -6,  -46,   3404,  -2278
   0,    0,   39,   3168,   2596
   6,   -4,   63,  -1565,   3785
  -1,   -2,   -7,  -4077,   -398
   7,    0,  -55,   -796,  -4018
   2,   -6,  -17,   3611,  -1934
   4,    3,   64,   2899,   2894
   6,   -5,   38,  -1928,   3614
   0,    1,  -43,  -4018,   -796
   7,   -1,  -45,   -405,  -4076
   0,   -2,   16,   3783,  -1570
   7,    4,   62,   2601,   3164
   3,   -3,   -2,  -2273,   3407
   3,    5,  -61,  -3919,  -1192
   6,   -1,  -27,      3,  -4096
   0,    2,   51,   3921,  -1186
   7,    3,   52,   2278,   3404
   0,    0,  -30,  -2601,   3164
   4,    6,  -58,  -3785,  -1565
   3,   -1,   11,    398,  -4077
   0,    6,   57,   4017,   -802
   6,    2,   14,   1928,   3614
  -2,    3,  -61,  -2894,   2899
   5,    6,  -30,  -3611,  -1934
